Results Table 1,,,,,,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,,,,,,
1,PMMA-RT-.1,3.43,12.57,91.44,2.54,,,,,,,,,,,,,
2,PMMA-RT-1.0,3.28,12.45,91.01,25.4,,,,,,,,,,,,,
3,PMMA-50-.1,3.28,12.6,92.71,2.54,,,,,,,,,,,,,
4,PMMA-50-1.0,3.2,12.62,87.86,25.4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force,,4,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,111.5,4.7147,3.0071,,,,,,,,111.5,4.7155,1.2907,,,,,
,111.6,4.7188,3.0079,,,,,,,,111.6,4.7193,1.289,,,,,
,111.7,4.7233,3.0085,,,,,,,,111.7,4.7237,1.2893,,,,,
,111.8,4.7273,3.0091,,,,,,,,111.8,4.7277,1.2886,,,,,
,111.9,4.7317,3.0098,,,,,,,,111.9,4.7327,1.2885,,,,,
,112,4.7357,3.01,,,,,,,,112,4.7365,1.2875,,,,,
,112.1,4.7402,3.0105,,,,,,,,112.1,4.7407,1.2871,,,,,
,112.2,4.7441,3.0109,,,,,,,,112.2,4.7449,1.2859,,,,,
,112.3,4.7485,3.0115,,,,,,,,112.3,4.7492,1.2856,,,,,
,112.4,4.7526,3.0117,,,,,,,,112.4,4.7533,1.2851,,,,,
,112.5,4.7569,3.0125,,,,,,,,112.5,4.7576,1.2846,,,,,
,112.6,4.761,3.0128,,,,,,,,112.6,4.7618,1.2837,,,,,
,112.7,4.7655,3.0137,,,,,,,,112.7,4.766,1.2832,,,,,
,112.8,4.7696,3.014,,,,,,,,112.8,4.7702,1.2828,,,,,
,112.9,4.7742,3.015,,,,,,,,112.9,4.7744,1.2821,,,,,
,113,4.7782,3.0151,,,,,,,,113,4.7789,1.2816,,,,,
,113.1,4.7827,3.0158,,,,,,,,113.1,4.783,1.2808,,,,,
,113.2,4.7865,3.0155,,,,,,,,113.2,4.7875,1.2806,,,,,
,113.3,4.7912,3.0169,,,,,,,,113.3,4.7913,1.2793,,,,,
,113.4,4.7947,3.0165,,,,,,,,113.4,4.796,1.2787,,,,,
,113.5,4.7997,3.0178,,,,,,,,113.5,4.8001,1.2786,,,,,
,113.6,4.8032,3.0175,,,,,,,,113.6,4.8044,1.2775,,,,,
,113.7,4.808,3.0186,,,,,,,,113.7,4.8083,1.2766,,,,,
,113.8,4.8116,3.0185,,,,,,,,113.8,4.8126,1.2762,,,,,
,113.9,4.8168,3.0199,,,,,,,,113.9,4.8166,1.2754,,,,,
,114,4.8202,3.0195,,,,,,,,114,4.8211,1.275,,,,,
,114.1,4.8254,3.021,,,,,,,,114.1,4.8255,1.2745,,,,,
,114.2,4.8288,3.0203,,,,,,,,114.2,4.8297,1.2745,,,,,
,114.3,4.8336,3.0215,,,,,,,,114.3,4.834,1.274,,,,,
,114.4,4.8369,3.0208,,,,,,,,114.4,4.8379,1.2724,,,,,
,114.5,4.8419,3.0224,,,,,,,,114.5,4.8424,1.2729,,,,,
,114.6,4.8451,3.0218,,,,,,,,114.6,4.8465,1.2722,,,,,
,114.7,4.8505,3.0236,,,,,,,,114.7,4.8509,1.2715,,,,,
,114.8,4.8538,3.0228,,,,,,,,114.8,4.8547,1.2708,,,,,
,114.9,4.8589,3.0243,,,,,,,,114.9,4.8594,1.271,,,,,
,115,4.8624,3.0237,,,,,,,,115,4.863,1.27,,,,,
,115.1,4.8675,3.0252,,,,,,,,115.1,4.8679,1.2702,,,,,
,115.2,4.871,3.0247,,,,,,,,115.2,4.8717,1.2696,,,,,
,115.3,4.876,3.0261,,,,,,,,115.3,4.8766,1.2692,,,,,
,115.4,4.8795,3.0257,,,,,,,,115.4,4.8802,1.2688,,,,,
,115.5,4.8846,3.027,,,,,,,,115.5,4.885,1.2683,,,,,
,115.6,4.888,3.0265,,,,,,,,115.6,4.8885,1.2683,,,,,
,115.7,4.8926,3.0274,,,,,,,,115.7,4.894,1.2687,,,,,
,115.8,4.8964,3.0272,,,,,,,,115.8,4.8971,1.267,,,,,
,115.9,4.901,3.028,,,,,,,,115.9,4.9019,1.2672,,,,,
,116,4.9048,3.0282,,,,,,,,116,4.9054,1.2664,,,,,
,116.1,4.9095,3.0292,,,,,,,,116.1,4.9103,1.2659,,,,,
,116.2,4.9136,3.0293,,,,,,,,116.2,4.9139,1.265,,,,,
,116.3,4.9181,3.0299,,,,,,,,116.3,4.9189,1.2652,,,,,
,116.4,4.9221,3.0302,,,,,,,,116.4,4.9224,1.264,,,,,
,116.5,4.9264,3.0306,,,,,,,,116.5,4.9274,1.2642,,,,,
,116.6,4.9304,3.031,,,,,,,,116.6,4.931,1.2631,,,,,
,116.7,4.9349,3.0317,,,,,,,,116.7,4.9356,1.2632,,,,,
,116.8,4.9387,3.0317,,,,,,,,116.8,4.9395,1.2638,,,,,
,116.9,4.9433,3.0327,,,,,,,,116.9,4.9443,1.2622,,,,,
,117,4.9473,3.0328,,,,,,,,117,4.9481,1.2618,,,,,
,117.1,4.9518,3.0336,,,,,,,,117.1,4.9523,1.262,,,,,
,117.2,4.9557,3.0334,,,,,,,,117.2,4.9563,1.2611,,,,,
,117.3,4.9605,3.0346,,,,,,,,117.3,4.9609,1.2616,,,,,
,117.4,4.9643,3.0344,,,,,,,,117.4,4.9649,1.2609,,,,,
,117.5,4.9692,3.0355,,,,,,,,117.5,4.9694,1.2602,,,,,
,117.6,4.9726,3.0349,,,,,,,,117.6,4.9735,1.2601,,,,,
,117.7,4.9777,3.0364,,,,,,,,117.7,4.9781,1.2599,,,,,
,117.8,4.9813,3.0362,,,,,,,,117.8,4.9819,1.2595,,,,,
,117.9,4.986,3.0369,,,,,,,,117.9,4.9866,1.2591,,,,,
,118,4.9894,3.0364,,,,,,,,118,4.9907,1.259,,,,,
,118.1,4.9943,3.038,,,,,,,,118.1,4.9949,1.2583,,,,,
,118.2,4.9979,3.0375,,,,,,,,118.2,4.9989,1.2577,,,,,
,118.3,5.0028,3.0387,,,,,,,,118.3,5.0033,1.2573,,,,,
,118.4,5.0063,3.0382,,,,,,,,118.4,5.0072,1.2564,,,,,
,118.5,5.0114,3.0398,,,,,,,,118.5,5.0119,1.2565,,,,,
,118.6,5.015,3.0394,,,,,,,,118.6,5.0155,1.2556,,,,,
,118.7,5.0198,3.0405,,,,,,,,118.7,5.0204,1.2564,,,,,
,118.8,5.0233,3.04,,,,,,,,118.8,5.0242,1.2556,,,,,
,118.9,5.0284,3.0413,,,,,,,,118.9,5.0289,1.2551,,,,,
,119,5.0318,3.0406,,,,,,,,119,5.0325,1.2543,,,,,
,119.1,5.0365,3.0416,,,,,,,,119.1,5.0375,1.2548,,,,,
,119.2,5.0404,3.0416,,,,,,,,119.2,5.0409,1.2544,,,,,
,119.3,5.0449,3.0425,,,,,,,,119.3,5.0458,1.2537,,,,,
,119.4,5.0489,3.0426,,,,,,,,119.4,5.0492,1.2532,,,,,
,119.5,5.0533,3.043,,,,,,,,119.5,5.0542,1.2535,,,,,
,119.6,5.0574,3.0433,,,,,,,,119.6,5.0579,1.2529,,,,,
,119.7,5.062,3.044,,,,,,,,119.7,5.0627,1.2524,,,,,
,119.8,5.0661,3.0442,,,,,,,,119.8,5.0662,1.2516,,,,,
,119.9,5.0703,3.0446,,,,,,,,119.9,5.0714,1.2513,,,,,
,120,5.0748,3.0456,,,,,,,,120,5.0749,1.2512,,,,,
,120.1,5.0787,3.0452,,,,,,,,120.1,5.0798,1.251,,,,,
,120.2,5.083,3.0457,,,,,,,,120.2,5.0835,1.25,,,,,
,120.3,5.087,3.0457,,,,,,,,120.3,5.0883,1.2498,,,,,
,120.4,5.0915,3.0462,,,,,,,,120.4,5.0919,1.2489,,,,,
,120.5,5.0954,3.0462,,,,,,,,120.5,5.0965,1.2487,,,,,
,120.6,5.0999,3.0469,,,,,,,,120.6,5.1003,1.2477,,,,,
,120.7,5.1038,3.047,,,,,,,,120.7,5.1049,1.2466,,,,,
,120.8,5.1087,3.0478,,,,,,,,120.8,5.1088,1.2463,,,,,
,120.9,5.1125,3.0476,,,,,,,,120.9,5.1132,1.2461,,,,,
,121,5.1169,3.0483,,,,,,,,121,5.1175,1.2446,,,,,
,121.1,5.1209,3.0483,,,,,,,,121.1,5.1219,1.2448,,,,,
,121.2,5.1254,3.0488,,,,,,,,121.2,5.1259,1.2442,,,,,
,121.3,5.1293,3.0488,,,,,,,,121.3,5.1302,1.2438,,,,,
,121.4,5.1337,3.0493,,,,,,,,121.4,5.1344,1.2432,,,,,
,121.5,5.1378,3.0494,,,,,,,,121.5,5.1386,1.2427,,,,,
,121.6,5.1422,3.05,,,,,,,,121.6,5.1427,1.2423,,,,,
,121.7,5.1463,3.0502,,,,,,,,121.7,5.147,1.2415,,,,,
,121.8,5.1507,3.0506,,,,,,,,121.8,5.1513,1.2409,,,,,
,121.9,5.1549,3.051,,,,,,,,121.9,5.1555,1.2407,,,,,
,122,5.1592,3.0511,,,,,,,,122,5.1596,1.2395,,,,,
,122.1,5.1635,3.0516,,,,,,,,122.1,5.164,1.2389,,,,,
,122.2,5.1677,3.0519,,,,,,,,122.2,5.1684,1.2388,,,,,
,122.3,5.172,3.0521,,,,,,,,122.3,5.1726,1.2383,,,,,
,122.4,5.1762,3.0526,,,,,,,,122.4,5.1766,1.2379,,,,,
,122.5,5.1804,3.0527,,,,,,,,122.5,5.1813,1.2375,,,,,
,122.6,5.1845,3.0529,,,,,,,,122.6,5.1853,1.2371,,,,,
,122.7,5.1887,3.0532,,,,,,,,122.7,5.1897,1.2367,,,,,
,122.8,5.193,3.0536,,,,,,,,122.8,5.1935,1.2361,,,,,
,122.9,5.1971,3.0536,,,,,,,,122.9,5.198,1.236,,,,,
,123,5.2016,3.0543,,,,,,,,123,5.2019,1.2358,,,,,
,123.1,5.2057,3.0545,,,,,,,,123.1,5.2065,1.235,,,,,
,123.2,5.21,3.0549,,,,,,,,123.2,5.2103,1.2343,,,,,
,123.3,5.2141,3.0552,,,,,,,,123.3,5.2151,1.2349,,,,,
,123.4,5.2186,3.0556,,,,,,,,123.4,5.219,1.2341,,,,,
,123.5,5.2226,3.0556,,,,,,,,123.5,5.2236,1.2342,,,,,
,123.6,5.227,3.0562,,,,,,,,123.6,5.2274,1.2335,,,,,
,123.7,5.2308,3.056,,,,,,,,123.7,5.232,1.2334,,,,,
,123.8,5.2355,3.057,,,,,,,,123.8,5.2358,1.2324,,,,,
,123.9,5.2394,3.0568,,,,,,,,123.9,5.2404,1.2326,,,,,
,124,5.244,3.0575,,,,,,,,124,5.2442,1.2318,,,,,
,124.1,5.2477,3.0574,,,,,,,,124.1,5.2487,1.2312,,,,,
,124.2,5.2526,3.0583,,,,,,,,124.2,5.2529,1.2304,,,,,
,124.3,5.2562,3.0579,,,,,,,,124.3,5.2571,1.23,,,,,
,124.4,5.2612,3.0591,,,,,,,,124.4,5.2614,1.229,,,,,
,124.5,5.2647,3.0584,,,,,,,,124.5,5.2658,1.2286,,,,,
,124.6,5.2699,3.0598,,,,,,,,124.6,5.2699,1.2277,,,,,
,124.7,5.2733,3.0593,,,,,,,,124.7,5.2742,1.2274,,,,,
,124.8,5.278,3.0597,,,,,,,,124.8,5.2787,1.2269,,,,,
,124.9,5.2814,3.0596,,,,,,,,124.9,5.2826,1.2262,,,,,
,125,5.2865,3.0606,,,,,,,,125,5.287,1.2259,,,,,
,125.1,5.2901,3.0602,,,,,,,,125.1,5.2908,1.225,,,,,
,125.2,5.2949,3.061,,,,,,,,125.2,5.2954,1.2243,,,,,
,125.3,5.2985,3.0606,,,,,,,,125.3,5.2993,1.223,,,,,
,125.4,5.3034,3.0618,,,,,,,,125.4,5.3039,1.2226,,,,,
,125.5,5.3071,3.0612,,,,,,,,125.5,5.3076,1.2214,,,,,
,125.6,5.3119,3.0622,,,,,,,,125.6,5.3127,1.2218,,,,,
,125.7,5.3156,3.0619,,,,,,,,125.7,5.3162,1.2209,,,,,
,125.8,5.3203,3.0629,,,,,,,,125.8,5.321,1.2206,,,,,
,125.9,5.324,3.0625,,,,,,,,125.9,5.3248,1.2197,,,,,
,126,5.3286,3.063,,,,,,,,126,5.3294,1.2195,,,,,
,126.1,5.3325,3.0628,,,,,,,,126.1,5.3331,1.2187,,,,,
,126.2,5.3371,3.0636,,,,,,,,126.2,5.3377,1.2182,,,,,
,126.3,5.341,3.0633,,,,,,,,126.3,5.3415,1.2175,,,,,
,126.4,5.3455,3.0639,,,,,,,,126.4,5.3463,1.2174,,,,,
,126.5,5.3496,3.0641,,,,,,,,126.5,5.3501,1.2165,,,,,
,126.6,5.3541,3.0645,,,,,,,,126.6,5.3546,1.2168,,,,,
,126.7,5.3581,3.0648,,,,,,,,126.7,5.3586,1.2165,,,,,
,126.8,5.3627,3.0652,,,,,,,,126.8,5.3632,1.216,,,,,
,126.9,5.3667,3.0653,,,,,,,,126.9,5.3672,1.2143,,,,,
,127,5.371,3.0657,,,,,,,,127,5.3717,1.2142,,,,,
,127.1,5.3748,3.0652,,,,,,,,127.1,5.3758,1.2137,,,,,
,127.2,5.3794,3.0662,,,,,,,,127.2,5.3801,1.214,,,,,
,127.3,5.3833,3.0659,,,,,,,,127.3,5.3842,1.2127,,,,,
,127.4,5.3879,3.0667,,,,,,,,127.4,5.3884,1.2125,,,,,
,127.5,5.3916,3.0662,,,,,,,,127.5,5.3926,1.2119,,,,,
,127.6,5.3964,3.0672,,,,,,,,127.6,5.3968,1.2109,,,,,
,127.7,5.4002,3.0667,,,,,,,,127.7,5.4008,1.2096,,,,,
,127.8,5.405,3.0678,,,,,,,,127.8,5.4054,1.2095,,,,,
,127.9,5.4087,3.0674,,,,,,,,127.9,5.4096,1.2087,,,,,
,128,5.4136,3.0682,,,,,,,,128,5.414,1.2085,,,,,
,128.1,5.4171,3.0678,,,,,,,,128.1,5.418,1.2082,,,,,
,128.2,5.4219,3.0685,,,,,,,,128.2,5.4225,1.2086,,,,,
,128.3,5.4254,3.0679,,,,,,,,128.3,5.4264,1.2069,,,,,
,128.4,5.4304,3.0689,,,,,,,,128.4,5.4309,1.2064,,,,,
,128.5,5.4339,3.0685,,,,,,,,128.5,5.4347,1.2052,,,,,
,128.6,5.4388,3.0695,,,,,,,,128.6,5.4394,1.2058,,,,,
,128.7,5.4423,3.0689,,,,,,,,128.7,5.4432,1.2037,,,,,
,128.8,5.4474,3.0701,,,,,,,,128.8,5.4479,1.2041,,,,,
,128.9,5.4509,3.0694,,,,,,,,128.9,5.4515,1.2027,,,,,
,129,5.456,3.0709,,,,,,,,129,5.4566,1.203,,,,,
,129.1,5.4596,3.0704,,,,,,,,129.1,5.4602,1.2021,,,,,
,129.2,5.4644,3.0712,,,,,,,,129.2,5.4651,1.2017,,,,,
,129.3,5.468,3.0707,,,,,,,,129.3,5.4685,1.2002,,,,,
,129.4,5.4725,3.0712,,,,,,,,129.4,5.4737,1.1999,,,,,
,129.5,5.4764,3.0709,,,,,,,,129.5,5.477,1.1992,,,,,
,129.6,5.4811,3.0717,,,,,,,,129.6,5.482,1.1995,,,,,
,129.7,5.4849,3.0714,,,,,,,,129.7,5.4853,1.1974,,,,,
,129.8,5.4893,3.0721,,,,,,,,129.8,5.4904,1.1979,,,,,
,129.9,5.4936,3.0719,,,,,,,,129.9,5.4938,1.1964,,,,,
,130,5.4979,3.0727,,,,,,,,130,5.4989,1.1963,,,,,
,130.1,5.5021,3.0725,,,,,,,,130.1,5.5022,1.1946,,,,,
,130.2,5.5064,3.0727,,,,,,,,130.2,5.5075,1.1951,,,,,
,130.3,5.5105,3.0729,,,,,,,,130.3,5.511,1.1944,,,,,
,130.4,5.5148,3.0732,,,,,,,,130.4,5.5159,1.1939,,,,,
,130.5,5.5188,3.0731,,,,,,,,130.5,5.5193,1.1926,,,,,
,130.6,5.5231,3.0734,,,,,,,,130.6,5.5243,1.1921,,,,,
,130.7,5.5275,3.0738,,,,,,,,130.7,5.5278,1.191,,,,,
,130.8,5.5316,3.0737,,,,,,,,130.8,5.5325,1.1906,,,,,
,130.9,5.5359,3.0738,,,,,,,,130.9,5.5364,1.1901,,,,,
,131,5.54,3.0739,,,,,,,,131,5.541,1.1902,,,,,
,131.1,5.5444,3.0742,,,,,,,,131.1,5.5448,1.1897,,,,,
,131.2,5.5487,3.0746,,,,,,,,131.2,5.5493,1.1887,,,,,
,131.3,5.5529,3.0747,,,,,,,,131.3,5.5534,1.1885,,,,,
,131.4,5.5573,3.0752,,,,,,,,131.4,5.5579,1.1881,,,,,
,131.5,5.5614,3.075,,,,,,,,131.5,5.562,1.1875,,,,,
,131.6,5.5657,3.0753,,,,,,,,131.6,5.5664,1.1874,,,,,
,131.7,5.5696,3.0749,,,,,,,,131.7,5.5705,1.1872,,,,,
,131.8,5.574,3.0755,,,,,,,,131.8,5.5748,1.1871,,,,,
,131.9,5.5781,3.0751,,,,,,,,131.9,5.5789,1.1856,,,,,
,132,5.5826,3.0759,,,,,,,,132,5.5831,1.1854,,,,,
,132.1,5.5865,3.0754,,,,,,,,132.1,5.5873,1.1848,,,,,
,132.2,5.591,3.0761,,,,,,,,132.2,5.5916,1.1848,,,,,
,132.3,5.5952,3.076,,,,,,,,132.3,5.5956,1.1844,,,,,
,132.4,5.5997,3.0766,,,,,,,,132.4,5.6001,1.1848,,,,,
,132.5,5.6035,3.0758,,,,,,,,132.5,5.6045,1.184,,,,,
,132.6,5.6081,3.0767,,,,,,,,132.6,5.6087,1.1842,,,,,
,132.7,5.6119,3.0765,,,,,,,,132.7,5.6126,1.1828,,,,,
,132.8,5.6163,3.0766,,,,,,,,132.8,5.6172,1.1828,,,,,
,132.9,5.6205,3.0767,,,,,,,,132.9,5.6211,1.1818,,,,,
,133,5.6248,3.0772,,,,,,,,133,5.6256,1.1834,,,,,
,133.1,5.629,3.077,,,,,,,,133.1,5.6294,1.1814,,,,,
,133.2,5.6331,3.0771,,,,,,,,133.2,5.6341,1.1811,,,,,
,133.3,5.6375,3.0773,,,,,,,,133.3,5.638,1.1803,,,,,
,133.4,5.6418,3.0776,,,,,,,,133.4,5.6424,1.181,,,,,
,133.5,5.6462,3.0779,,,,,,,,133.5,5.6463,1.1797,,,,,
,133.6,5.6502,3.0779,,,,,,,,133.6,5.6512,1.1806,,,,,
,133.7,5.6548,3.0783,,,,,,,,133.7,5.655,1.1794,,,,,
,133.8,5.6586,3.0778,,,,,,,,133.8,5.6597,1.1791,,,,,
,133.9,5.6632,3.0786,,,,,,,,133.9,5.6634,1.1776,,,,,
,134,5.6669,3.0783,,,,,,,,134,5.6681,1.1781,,,,,
,134.1,5.6717,3.0789,,,,,,,,134.1,5.672,1.1778,,,,,
,134.2,5.6753,3.0781,,,,,,,,134.2,5.6764,1.1776,,,,,
,134.3,5.68,3.079,,,,,,,,134.3,5.6803,1.1774,,,,,
,134.4,5.6836,3.0784,,,,,,,,134.4,5.6848,1.1771,,,,,
,134.5,5.6888,3.0797,,,,,,,,134.5,5.6887,1.176,,,,,
,134.6,5.6924,3.0792,,,,,,,,134.6,5.6931,1.1755,,,,,
,134.7,5.6972,3.0799,,,,,,,,134.7,5.6975,1.1757,,,,,
,134.8,5.7007,3.0792,,,,,,,,134.8,5.7017,1.1754,,,,,
,134.9,5.7056,3.08,,,,,,,,134.9,5.7061,1.1754,,,,,
,135,5.7091,3.0794,,,,,,,,135,5.7101,1.1753,,,,,
,135.1,5.7139,3.0803,,,,,,,,135.1,5.7145,1.1747,,,,,
,135.2,5.7175,3.0795,,,,,,,,135.2,5.7186,1.174,,,,,
,135.3,5.7225,3.0807,,,,,,,,135.3,5.7228,1.1739,,,,,
,135.4,5.726,3.0799,,,,,,,,135.4,5.7268,1.1734,,,,,
,135.5,5.7308,3.0807,,,,,,,,135.5,5.7315,1.1739,,,,,
,135.6,5.7346,3.0806,,,,,,,,135.6,5.7352,1.1736,,,,,
,135.7,5.7394,3.081,,,,,,,,135.7,5.7398,1.1733,,,,,
,135.8,5.7433,3.081,,,,,,,,135.8,5.7438,1.1728,,,,,
,135.9,5.7478,3.0814,,,,,,,,135.9,5.7484,1.1725,,,,,
,136,5.7517,3.0812,,,,,,,,136,5.7524,1.1721,,,,,
,136.1,5.7564,3.0816,,,,,,,,136.1,5.7569,1.1725,,,,,
,136.2,5.7601,3.0813,,,,,,,,136.2,5.7608,1.1723,,,,,
,136.3,5.7647,3.0816,,,,,,,,136.3,5.7656,1.1721,,,,,
,136.4,5.7687,3.0816,,,,,,,,136.4,5.7694,1.1709,,,,,
,136.5,5.7731,3.0821,,,,,,,,136.5,5.7736,1.1708,,,,,
,136.6,5.7769,3.0818,,,,,,,,136.6,5.7778,1.1704,,,,,
,136.7,5.7815,3.0824,,,,,,,,136.7,5.7821,1.1703,,,,,
,136.8,5.7856,3.0822,,,,,,,,136.8,5.7862,1.1704,,,,,
,136.9,5.7902,3.0828,,,,,,,,136.9,5.7906,1.1698,,,,,
,137,5.7941,3.0823,,,,,,,,137,5.7947,1.1704,,,,,
,137.1,5.7986,3.0828,,,,,,,,137.1,5.7992,1.1698,,,,,
,137.2,5.8025,3.0824,,,,,,,,137.2,5.8033,1.1692,,,,,
,137.3,5.8069,3.0829,,,,,,,,137.3,5.8075,1.169,,,,,
,137.4,5.8108,3.0824,,,,,,,,137.4,5.8119,1.1687,,,,,
,137.5,5.8155,3.0832,,,,,,,,137.5,5.816,1.169,,,,,
,137.6,5.8193,3.0829,,,,,,,,137.6,5.8201,1.1694,,,,,
,137.7,5.8239,3.0836,,,,,,,,137.7,5.8245,1.1685,,,,,
,137.8,5.8276,3.0826,,,,,,,,137.8,5.8285,1.1677,,,,,
,137.9,5.8324,3.0834,,,,,,,,137.9,5.8328,1.1677,,,,,
,138,5.8363,3.083,,,,,,,,138,5.837,1.1673,,,,,
,138.1,5.8413,3.0839,,,,,,,,138.1,5.8414,1.1671,,,,,
,138.2,5.8447,3.0828,,,,,,,,138.2,5.8456,1.1675,,,,,
,138.3,5.8497,3.0839,,,,,,,,138.3,5.8501,1.1676,,,,,
,138.4,5.8532,3.0831,,,,,,,,138.4,5.854,1.1669,,,,,
,138.5,5.8581,3.0839,,,,,,,,138.5,5.8587,1.166,,,,,
,138.6,5.8616,3.0831,,,,,,,,138.6,5.8627,1.1662,,,,,
,138.7,5.8665,3.0838,,,,,,,,138.7,5.867,1.1659,,,,,
,138.8,5.8699,3.0832,,,,,,,,138.8,5.8707,1.1655,,,,,
,138.9,5.8748,3.0839,,,,,,,,138.9,5.8755,1.166,,,,,
,139,5.8784,3.0833,,,,,,,,139,5.8791,1.1648,,,,,
,139.1,5.8835,3.0843,,,,,,,,139.1,5.884,1.1656,,,,,
,139.2,5.8873,3.0838,,,,,,,,139.2,5.8876,1.1646,,,,,
,139.3,5.8918,3.0842,,,,,,,,139.3,5.8926,1.165,,,,,
,139.4,5.8956,3.0838,,,,,,,,139.4,5.8963,1.1642,,,,,
,139.5,5.9003,3.0845,,,,,,,,139.5,5.901,1.1654,,,,,
,139.6,5.9039,3.0837,,,,,,,,139.6,5.9045,1.164,,,,,
,139.7,5.9085,3.0843,,,,,,,,139.7,5.9096,1.1649,,,,,
,139.8,5.9126,3.0843,,,,,,,,139.8,5.9129,1.1639,,,,,
,139.9,5.9168,3.0843,,,,,,,,139.9,5.9179,1.1634,,,,,
,140,5.921,3.0844,,,,,,,,140,5.9214,1.163,,,,,
,140.1,5.9253,3.0843,,,,,,,,140.1,5.9263,1.1632,,,,,
,140.2,5.9296,3.0846,,,,,,,,140.2,5.9298,1.163,,,,,
,140.3,5.9341,3.0851,,,,,,,,140.3,5.9347,1.1636,,,,,
,140.4,5.9382,3.0847,,,,,,,,140.4,5.9383,1.1636,,,,,
,140.5,5.9424,3.085,,,,,,,,140.5,5.9434,1.1632,,,,,
,140.6,5.9468,3.085,,,,,,,,140.6,5.947,1.162,,,,,
,140.7,5.9508,3.0851,,,,,,,,140.7,5.9518,1.1623,,,,,
,140.8,5.9551,3.0852,,,,,,,,140.8,5.9556,1.1623,,,,,
,140.9,5.9592,3.0851,,,,,,,,140.9,5.9603,1.1629,,,,,
,141,5.9635,3.0852,,,,,,,,141,5.9641,1.1624,,,,,
,141.1,5.9675,3.0852,,,,,,,,141.1,5.9686,1.1628,,,,,
,141.2,5.9717,3.0849,,,,,,,,141.2,5.9724,1.1619,,,,,
,141.3,5.976,3.0854,,,,,,,,141.3,5.9769,1.1626,,,,,
,141.4,5.9807,3.086,,,,,,,,141.4,5.9808,1.1616,,,,,
,141.5,5.9848,3.0857,,,,,,,,141.5,5.9853,1.1626,,,,,
,141.6,5.9887,3.0855,,,,,,,,141.6,5.9895,1.1628,,,,,
,141.7,5.9932,3.0862,,,,,,,,141.7,5.994,1.1628,,,,,
,141.8,5.9973,3.0859,,,,,,,,141.8,5.998,1.1627,,,,,
,141.9,6.0016,3.0859,,,,,,,,141.9,6.0024,1.1631,,,,,
,142,6.0056,3.0857,,,,,,,,142,6.0065,1.162,,,,,
,142.1,6.01,3.0862,,,,,,,,142.1,6.0107,1.1619,,,,,
,142.2,6.0141,3.0856,,,,,,,,142.2,6.0148,1.1618,,,,,
,142.3,6.0185,3.086,,,,,,,,142.3,6.0192,1.1625,,,,,
,142.4,6.0225,3.0858,,,,,,,,142.4,6.0232,1.1622,,,,,
,142.5,6.0272,3.0865,,,,,,,,142.5,6.0276,1.1616,,,,,
,142.6,6.0311,3.086,,,,,,,,142.6,6.0316,1.1617,,,,,
,142.7,6.0358,3.0869,,,,,,,,142.7,6.0362,1.1616,,,,,
,142.8,6.0394,3.0857,,,,,,,,142.8,6.0403,1.1611,,,,,
,142.9,6.0443,3.0865,,,,,,,,142.9,6.045,1.1616,,,,,
,143,6.0481,3.0859,,,,,,,,143,6.0486,1.1614,,,,,
,143.1,6.0526,3.0865,,,,,,,,143.1,6.0536,1.162,,,,,
,143.2,6.0564,3.0858,,,,,,,,143.2,6.0572,1.1606,,,,,
,143.3,6.0608,3.0861,,,,,,,,143.3,6.0619,1.1617,,,,,
,143.4,6.0647,3.0856,,,,,,,,143.4,6.0654,1.1608,,,,,
,143.5,6.0694,3.0861,,,,,,,,143.5,6.0703,1.1623,,,,,
,143.6,6.0737,3.086,,,,,,,,143.6,6.0738,1.1621,,,,,
,143.7,6.0779,3.086,,,,,,,,143.7,6.0787,1.1632,,,,,
,143.8,6.0821,3.0861,,,,,,,,143.8,6.0823,1.1629,,,,,
,143.9,6.0861,3.086,,,,,,,,143.9,6.0874,1.1637,,,,,
,144,6.0905,3.0862,,,,,,,,144,6.091,1.1639,,,,,
,144.1,6.0947,3.0862,,,,,,,,144.1,6.0957,1.164,,,,,
,144.2,6.099,3.086,,,,,,,,144.2,6.0993,1.1639,,,,,
,144.3,6.1029,3.0857,,,,,,,,144.3,6.1042,1.1652,,,,,
,144.4,6.1075,3.0862,,,,,,,,144.4,6.1077,1.1653,,,,,
,144.5,6.1113,3.0857,,,,,,,,144.5,6.1125,1.1657,,,,,
,144.6,6.116,3.0863,,,,,,,,144.6,6.1163,1.1654,,,,,
,144.7,6.1199,3.086,,,,,,,,144.7,6.1208,1.166,,,,,
,144.8,6.1246,3.0864,,,,,,,,144.8,6.1248,1.166,,,,,
,144.9,6.1285,3.086,,,,,,,,144.9,6.1292,1.1668,,,,,
,145,6.133,3.0865,,,,,,,,145,6.1334,1.1673,,,,,
,145.1,6.1368,3.086,,,,,,,,145.1,6.138,1.1677,,,,,
